title_year,movie_title,content_rating,genres,plot_keywords,duration,language,country,color,aspect_ratio,budget,gross,director_name,director_facebook_likes,movie_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,num_imdb_voted_users,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_imdb_link
2003,Oldboy ,R,Drama|Mystery|Thriller,brother sister relationship|hypnosis|imprisonment|love|revenge,120,Korean,South Korea,Color,2.35,3000000,2181290,Chan-wook Park,0,43000,Min-sik Choi,717,Ji-tae Yu,78,Hye-jeong Kang,38,852,0,356181,305,809,8.4,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1
1962,Lawrence of Arabia ,PG,Adventure|Biography|Drama|History|War,arab|british military|desert|ottoman empire|t.e. lawrence,227,English,UK,Color,2.2,15000000,6000000,David Lean,767,11000,Claude Rains,607,José Ferrer,202,Jack Hawkins,87,1076,8,192775,181,559,8.4,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1
,The Inbetweeners             ,TV-14,Comedy|Romance,black comedy|bully|friend|house|practical joke,25,English,UK,Color,16,,,,,0,Simon Bird,229,Belinda Stewart-Wilson,223,James Buckley,220,1239,0,55987,15,42,8.4,http://www.imdb.com/title/tt1220617/?ref_=fn_tt_tt_1
,Stargate SG-1             ,TV-14,Action|Adventure|Drama|Sci-Fi,2000s|21st century|alternate history|message from outer space|military,44,English,USA,Color,1.33,1400000,,,,0,Christopher Judge,847,Don S. Davis,440,Gary Jones,72,1359,4,63982,77,181,8.4,http://www.imdb.com/title/tt0118480/?ref_=fn_tt_tt_1
1965,A Charlie Brown Christmas ,TV-G,Animation|Comedy|Family,christmas|christmas tree|commercialism|meaning of christmas|tree,25,English,USA,Color,1.33,150000,,Bill Melendez,36,0,Peter Robbins,39,Bill Melendez,36,Christopher Shea,27,139,0,21826,43,126,8.4,http://www.imdb.com/title/tt0059026/?ref_=fn_tt_tt_1
1980,The Shining ,R,Drama|Horror,breaking down a door|haunted hotel|identical twins|labyrinth|twin sisters,146,English,USA,Color,1.37,19000000,,Stanley Kubrick,0,37000,Scatman Crothers,888,Shelley Duvall,629,Joe Turkel,413,2560,0,610333,253,1320,8.4,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1
2000,Requiem for a Dream ,R,Drama,addiction|diet pill|drug addiction|fast motion scene|heroin,102,English,USA,Color,1.37,4500000,3609278,Darren Aronofsky,0,38000,Ellen Burstyn,1000,Mark Margolis,1000,Louise Lasser,167,2235,0,573541,234,1916,8.4,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1
2007,U2 3D ,G,Documentary|Music,3d in title|digit in title|rock band|rocker|u2,85,English,USA,Color,1.78,,10353690,Catherine Owens,0,116,Bono,468,The Edge,67,Larry Mullen Jr.,44,646,0,2673,68,31,8.4,http://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1
,Veronica Mars             ,TV-14,Crime|Drama|Mystery,best friend|high school|private detective|sheriff|student,44,English,USA,Color,1.78,,,,,0,Francis Capra,937,Jason Dohring,828,Enrico Colantoni,724,3318,1,55524,47,315,8.4,http://www.imdb.com/title/tt0412253/?ref_=fn_tt_tt_1
,Psych             ,TV-PG,Comedy|Crime|Mystery,best friend|friend|police|police department|psychic,44,English,USA,Color,1.78,,,,,0,Corbin Bernsen,1000,Dulé Hill,922,Timothy Omundson,816,4092,2,67315,38,127,8.4,http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1
1986,Aliens ,R,Action|Adventure|Sci-Fi,alien|human versus alien|monster|rescue mission|space marine,154,English,USA,Color,1.85,18500000,85200000,James Cameron,0,18000,Michael Biehn,2000,Carrie Henn,626,Jenette Goldstein,604,4228,1,488537,250,1076,8.4,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1
1962,To Kill a Mockingbird ,Not Rated,Crime|Drama,1930s|alabama|lawyer|six year old|trial,129,English,USA, Black and White,1.85,2000000,,Robert Mulligan,89,15000,Robert Duvall,3000,Brock Peters,226,William Windom,161,3833,0,215086,127,471,8.4,http://www.imdb.com/title/tt0056592/?ref_=fn_tt_tt_1
2008,WALL·E ,G,Adventure|Animation|Family|Sci-Fi,earth|obesity|plant|robot|soil,98,English,USA,Color,2.35,180000000,223806889,Andrew Stanton,475,16000,John Ratzenberger,1000,Fred Willard,729,Jeff Garlin,522,2975,0,718837,421,1043,8.4,http://www.imdb.com/title/tt0910970/?ref_=fn_tt_tt_1
1995,Braveheart ,R,Biography|Drama|History|War,14th century|legend|revolt|scotland|tyranny,178,English,USA,Color,2.35,72000000,75600000,Mel Gibson,0,17000,Mhairi Calvey,906,Patrick McGoohan,466,James Robinson,403,1976,1,736638,132,1065,8.4,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1
1983,Star Wars: Episode VI - Return of the Jedi ,PG,Action|Adventure|Fantasy|Sci-Fi,death star|emperor|empire|princess|rebel,134,English,USA,Color,2.35,32500000,309125409,Richard Marquand,37,14000,Harrison Ford,11000,Ian McDiarmid,1000,Kenny Baker,504,13649,0,681857,197,647,8.4,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1
1999,American Beauty ,R,Drama,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,122,English,USA,Color,2.35,15000000,130058047,Sam Mendes,0,22000,Kevin Spacey,18000,Peter Gallagher,828,Ara Celi,158,19078,0,822500,176,2715,8.4,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1
1992,Reservoir Dogs ,R,Crime|Drama|Thriller,gang|heist|heist gone wrong|nonlinear timeline|robbery,99,English,USA,Color,2.35,1200000,2812029,Quentin Tarantino,16000,19000,Quentin Tarantino,16000,Steve Buscemi,12000,Chris Penn,455,28994,0,664719,173,931,8.4,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1
,M*A*S*H             ,TV-PG,Comedy|Drama|War,colonel|doctor|korean war|major|nurse,25,English,USA,Color,4,,,,,0,David Ogden Stiers,443,Jamie Farr,421,Mike Farrell,395,2195,5,36265,55,147,8.4,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1
2013,"Batman: The Dark Knight Returns, Part 2 ",PG-13,Action|Animation|Crime|Sci-Fi|Thriller,batman|joker|mutant|tattoo on breast|the joker,148,English,USA,Color,,3500000,,Jay Oliva,41,5000,Michael Emerson,2000,Mark Valley,774,Grey Griffin,739,5526,0,30434,44,55,8.4,http://www.imdb.com/title/tt2166834/?ref_=fn_tt_tt_1
2012,The Other Dream Team ,Not Rated,Documentary|Sport,basketball|basketball team|grateful dead|lithuanian|olympics,89,English,USA,Color,,500000,133778,Marius A. Markevicius,6,0,Tommy Sheppard,14,Greg Speirs,9,Mickey Hart,8,44,1,3086,26,9,8.4,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1
1981,Das Boot ,R,Adventure|Drama|Thriller|War,duty|submarine|submarine movie|tension|u boat,293,German,West Germany,Color,1.85,14000000,11433134,Wolfgang Petersen,249,11000,Jürgen Prochnow,362,Martin Semmelrogge,21,Herbert Grönemeyer,18,469,0,168203,96,426,8.4,http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1
2012,The Hunt ,R,Drama,deer|gun|gunshot|hunt|kindergarten teacher,115,Danish,Denmark,Color,2.35,3800000,610968,Thomas Vinterberg,346,60000,Thomas Bo Larsen,74,Alexandra Rapaport,69,Hana Shuan,26,216,1,170155,349,249,8.3,http://www.imdb.com/title/tt2106476/?ref_=fn_tt_tt_1
,The Returned             ,TV-MA,Drama|Fantasy|Horror|Mystery,france|living dead|serial killer|small town|supernatural,52,French,France,Color,16,,,,,17000,Pierre Perrier,164,Clotilde Hesme,116,Céline Sallette,114,654,9,15762,23,47,8.3,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1
1927,Metropolis ,Not Rated,Drama|Sci-Fi,art deco|bible quote|dance|silent film|worker,145,German,Germany, Black and White,1.33,6000000,26435,Fritz Lang,756,12000,Brigitte Helm,136,Gustav Fröhlich,23,Rudolf Klein-Rogge,18,203,1,111841,260,413,8.3,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1
2004,Downfall ,R,Biography|Drama|History|War,bunker|hitler|nazi|no exit|war ruins,178,German,Germany,Color,1.85,13500000,5501940,Oliver Hirschbiegel,101,14000,Thomas Kretschmann,918,Bruno Ganz,653,Alexandra Maria Lara,471,2334,0,248354,192,564,8.3,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1
2015,Room ,R,Drama,based on novel|escape|imprisonment|kidnapping|mother son relationship,118,English,Ireland,Color,2.35,13000000,14677654,Lenny Abrahamson,412,72000,Joan Allen,805,Jacob Tremblay,681,Cas Anvar,491,2499,0,161288,421,351,8.3,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1
1975,Monty Python and the Holy Grail ,PG,Adventure|Comedy|Fantasy,camelot|holy grail|king arthur|knight|lancelot,91,English,UK,Color,1.66,229575,1229197,Terry Gilliam,0,14000,Eric Idle,795,Michael Palin,561,Terry Jones,332,2158,0,382240,131,660,8.3,http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1
2000,Snatch ,R,Comedy|Crime,boxer|boxing|diamond|fight|gypsy,104,English,UK,Color,1.85,6000000,30093107,Guy Ritchie,0,27000,Jason Statham,26000,Brad Pitt,11000,Jason Flemyng,1000,39175,6,600996,151,726,8.3,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1
2000,Snatch ,R,Comedy|Crime,boxer|boxing|diamond|fight|gypsy,104,English,UK,Color,1.85,6000000,30093107,Guy Ritchie,0,27000,Jason Statham,26000,Brad Pitt,11000,Jason Flemyng,1000,39175,6,600996,151,726,8.3,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1
1968,2001: A Space Odyssey ,G,Adventure|Mystery|Sci-Fi,ancient astronaut|famous line|message from outer space|monolith|star child,161,English,UK,Color,2.2,12000000,56715371,Stanley Kubrick,0,24000,Keir Dullea,273,Gary Lockwood,117,Glenn Beck,73,727,0,427357,285,1736,8.3,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1
,Shaun the Sheep             ,TV-G,Animation|Comedy|Family,farmer|mischief|no dialog|sheep|sheepdog,7,English,UK,Color,,,,,,834,Justin Fletcher,45,John Sparkes,7,Kate Harbour,3,55,0,7968,12,12,8.3,http://www.imdb.com/title/tt0983983/?ref_=fn_tt_tt_1
1994,Hoop Dreams ,PG-13,Documentary|Drama|Sport,athlete|basketball|high school|high school student|school,170,English,USA,Color,1.33,700000,7830611,Steve James,23,0,William Gates,7,Arthur Agee,6,Isiah Thomas,2,15,0,18980,53,74,8.3,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1
1952,Singin' in the Rain ,Approved,Comedy|Musical|Romance,actress|chorus girl|fan|friend|love,103,English,USA,Color,1.37,2540800,,Stanley Donen,134,0,Rita Moreno,804,Debbie Reynolds,786,Cyd Charisse,390,2510,0,150020,169,568,8.3,http://www.imdb.com/title/tt0045152/?ref_=fn_tt_tt_1
1959,Some Like It Hot ,Not Rated,Comedy|Music|Romance,all girl band|band|cross dressing|musician|yacht,120,English,USA, Black and White,1.66,2883848,25000000,Billy Wilder,0,10000,Nehemiah Persoff,105,Joe E. Brown,103,George Raft,102,527,2,175196,181,350,8.3,http://www.imdb.com/title/tt0053291/?ref_=fn_tt_tt_1
1961,Judgment at Nuremberg ,Not Rated,Drama|War,judge|law|nazi|nuremberg|war crime,186,English,USA, Black and White,1.75,3000000,,Stanley Kramer,176,0,Maximilian Schell,877,Montgomery Clift,862,Spencer Tracy,760,3847,0,44457,73,176,8.3,http://www.imdb.com/title/tt0055031/?ref_=fn_tt_tt_1
2010,Toy Story 3 ,G,Adventure|Animation|Comedy|Family|Fantasy,college|day care|escape|teddy bear|toy,103,English,USA,Color,1.85,200000000,414984497,Lee Unkrich,125,30000,Tom Hanks,15000,John Ratzenberger,1000,Don Rickles,721,19085,3,544884,453,733,8.3,http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1
2009,Up ,PG,Adventure|Animation|Comedy|Family,balloon|house|promise|retirement|skeleton,96,English,USA,Color,1.85,175000000,292979556,Pete Docter,0,27000,John Ratzenberger,1000,Delroy Lindo,848,Jess Harnell,262,2635,1,665575,408,704,8.3,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1
2015,Inside Out ,PG,Adventure|Animation|Comedy|Drama|Family|Fantasy,anger|joy|memory|running away|sadness,95,English,USA,Color,1.85,175000000,356454367,Pete Docter,0,118000,Amy Poehler,1000,Mindy Kaling,767,Phyllis Smith,384,2944,1,345198,536,773,8.3,http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1
1995,Toy Story ,G,Adventure|Animation|Comedy|Family|Fantasy,claw crane|cowboy|jealousy|rivalry|toy,74,English,USA,Color,1.85,30000000,191796233,John Lasseter,487,0,Tom Hanks,15000,John Ratzenberger,1000,Jim Varney,802,19046,1,623757,166,391,8.3,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1
2004,Eternal Sunshine of the Spotless Mind ,R,Drama|Fantasy|Romance|Sci-Fi,borderline personality disorder|loneliness|memory|playing against type|retrograde narrative,108,English,USA,Color,1.85,20000000,34126138,Michel Gondry,1000,52000,Kate Winslet,14000,Kirsten Dunst,4000,Tom Wilkinson,1000,19364,1,666937,273,1514,8.3,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1
1980,Raging Bull ,R,Biography|Drama|Sport,boxing|domestic violence|hot temper|jealousy|rage,121,English,USA, Black and White,1.85,18000000,45250,Martin Scorsese,17000,0,Robert De Niro,22000,Cathy Moriarty,394,Frank Vincent,356,23008,1,235133,151,494,8.3,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1
1997,Good Will Hunting ,R,Drama,friend|genius|janitor|loss of wife|professor,126,English,USA,Color,1.85,10000000,138339411,Gus Van Sant,835,31000,Robin Williams,49000,Matt Damon,13000,Minnie Driver,893,63710,2,604904,161,682,8.3,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1
1973,The Sting ,PG,Comedy|Crime|Drama,con|con man|courier|long con|murder,129,English,USA,Color,1.85,5500000,159600000,George Roy Hill,131,0,Eileen Brennan,1000,Robert Shaw,559,Ray Walston,417,2387,0,175607,119,252,8.3,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1
2007,No End in Sight ,,Documentary|War,american politics|iraq|iraq war|occupation|white house,102,English,USA,Color,1.85,2000000,1430185,Charles Ferguson,117,0,Campbell Scott,393,Dick Cheney,21,Donald Rumsfeld,17,446,0,7314,79,55,8.3,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1
1976,Taxi Driver ,R,Crime|Drama,loner|neo noir|night shift|taxi driver|vigilante,110,English,USA,Color,1.85,1300000,,Martin Scorsese,17000,35000,Robert De Niro,22000,Albert Brooks,745,Peter Boyle,595,23525,1,507063,211,881,8.3,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1
2005,Batman Begins ,PG-13,Action|Adventure,armored car|gangster|gotham|mixed martial arts|social decay,128,English,USA,Color,2.35,150000000,205343774,Christopher Nolan,22000,15000,Christian Bale,23000,Liam Neeson,14000,Morgan Freeman,11000,59558,0,980946,478,2685,8.3,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1
2009,Inglourious Basterds ,R,Adventure|Drama|War,france|german|nazis|revenge|scalping,153,English,USA,Color,2.35,75000000,120523073,Quentin Tarantino,16000,42000,Michael Fassbender,13000,Brad Pitt,11000,Christoph Waltz,11000,36741,1,885175,486,1527,8.3,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1
1989,Indiana Jones and the Last Crusade ,PG-13,Action|Adventure|Fantasy,castle|diary|holy grail|map|nazi,127,English,USA,Color,2.35,48000000,197171806,Steven Spielberg,14000,0,Harrison Ford,11000,Julian Glover,844,Alison Doody,440,12884,5,515306,149,477,8.3,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1
1997,L.A. Confidential ,R,Crime|Drama|Mystery|Thriller,1950s|call girl|corruption|murder|police detective,138,English,USA,Color,2.35,35000000,64604977,Curtis Hanson,161,11000,Kevin Spacey,18000,Matt McCoy,398,Paul Guilfoyle,210,19129,2,414219,177,625,8.3,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1
1983,Scarface ,R,Crime|Drama,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,142,English,USA,Color,2.35,25000000,44700000,Brian De Palma,0,19000,Al Pacino,14000,F. Murray Abraham,670,Mary Elizabeth Mastrantonio,638,16464,0,537442,147,851,8.3,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1
1984,Amadeus ,R,Biography|Drama|History|Music,1800s|classical composer|composer|first person narration|opera,180,English,USA,Color,2.35,18000000,51600000,Milos Forman,869,16000,Jeffrey Jones,692,F. Murray Abraham,670,Tom Hulce,521,3076,0,270790,134,549,8.3,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1
1992,Unforgiven ,R,Drama|Western,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,131,English,USA,Color,2.35,14400000,101157447,Clint Eastwood,16000,10000,Clint Eastwood,16000,Morgan Freeman,11000,Frances Fisher,638,28544,1,277505,131,495,8.3,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1
1963,The Great Escape ,Approved,Adventure|Drama|History|Thriller|War,digging|escape|escape attempt|prisoner|tunnel,172,English,USA,Color,2.35,4000000,,John Sturges,120,8000,James Coburn,773,Donald Pleasence,742,Gordon Jackson,145,1785,0,165638,111,301,8.3,http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1
1960,The Apartment ,Approved,Comedy|Drama|Romance,apartment|elevator|elevator girl|love|mistress,125,English,USA, Black and White,2.35,3000000,,Billy Wilder,0,0,Fred MacMurray,516,Ray Walston,417,David White,180,1328,2,109335,183,241,8.3,http://www.imdb.com/title/tt0053604/?ref_=fn_tt_tt_1
2010,Inside Job ,PG-13,Crime|Documentary,florida|iceland|interview|new york city new york|recession,105,English,USA,Color,2.35,,4311834,Charles Ferguson,117,63000,Matt Damon,13000,George W. Bush,125,Barney Frank,18,13145,0,55382,171,129,8.3,http://www.imdb.com/title/tt1645089/?ref_=fn_tt_tt_1
,Life             ,,Crime|Drama|Mystery,cop|murder|partner|police|protective male,45,English,USA,Color,,,,,,0,Adam Arkin,374,Brent Sexton,130,Damian Lewis,0,504,1,29450,12,67,8.3,http://www.imdb.com/title/tt0874936/?ref_=fn_tt_tt_1
2006,Lake of Fire ,Unrated,Documentary,abortion|southern accent|title based on the bible|trial|usa,152,English,USA, Black and White,,,23807,Tony Kaye,194,570,Noam Chomsky,103,Pat Buchanan,2,Bill Baird,0,105,0,2143,47,29,8.3,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1
2014,The Sound and the Shadow ,R,Comedy|Mystery|Thriller,,90,English,USA,Color,,,,Justin Paul Miller,0,70,Mary Kate Wiles,84,Jennifer Landa,41,Felix Avitia,33,254,0,30,1,1,8.3,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1
2004,"Peace, Propaganda & the Promised Land ",,Documentary,arab israeli conflict|israel|media|middle east|palestine,80,English,USA,Color,,70000,,Sut Jhally,3,110,Noam Chomsky,103,Seth Ackerman,0,Arik Ascherman,0,103,3,496,16,13,8.3,http://www.imdb.com/title/tt0428959/?ref_=fn_tt_tt_1
1925,The Big Parade ,Not Rated,Drama|Romance|War,chewing gum|climbing a tree|france|translation problems|world war one,151,English,USA, Black and White,1.33,245000,,King Vidor,54,226,John Gilbert,81,Renée Adorée,12,Claire Adams,6,108,0,4849,48,45,8.3,http://www.imdb.com/title/tt0015624/?ref_=fn_tt_tt_1
,Preacher             ,TV-MA,Adventure|Drama|Fantasy|Mystery,heaven and hell|preacher|supernatural|vampire|vertigo comics,60,English,USA,Color,16,,,,,18000,Dominic Cooper,3000,Joseph Gilgun,788,Ruth Negga,648,6034,0,22848,18,85,8.3,http://www.imdb.com/title/tt5016504/?ref_=fn_tt_tt_1
2009,The Secret in Their Eyes ,R,Drama|Mystery|Thriller,investigation|justice|murder|suspect|tension,129,Spanish,Argentina,Color,2.35,2000000,20167424,Juan José Campanella,195,33000,Ricardo Darín,827,Soledad Villamil,88,Guillermo Francella,50,1044,0,131831,262,231,8.2,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1
2010,Incendies ,R,Drama|Mystery|War,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,139,French,Canada,Color,1.85,6800000,6857096,Denis Villeneuve,777,37000,Lubna Azabal,131,Mélissa Désormeaux-Poulin,66,Ahmad Massad,58,343,0,80429,226,156,8.2,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1
,Trapped             ,,Crime|Drama|Thriller,coastal town|iceland|police|snowstorm|winter storm,511,Icelandic,Iceland,Color,16,,,,,0,Ólafur Darri Ólafsson,147,Ingvar Eggert Sigurðsson,63,Björn Hlynur Haraldsson,51,307,0,2308,16,19,8.2,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1
2006,Lage Raho Munna Bhai ,PG-13,Comedy|Drama|Romance,love|professor of history|radio|satyagraha|unscrupulous builder,144,Hindi,India,Color,2.35,120000000,,Rajkumar Hirani,124,349,Vidya Balan,464,Sanjay Dutt,426,Jimmy Shergill,327,1761,0,27569,15,106,8.2,http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1
2004,Howl's Moving Castle ,PG,Adventure|Animation|Family|Fantasy,anime|castle|demon|steampunk|witch,119,Japanese,Japan,Color,1.85,24000000,4710455,Hayao Miyazaki,6000,13000,Christian Bale,23000,Blythe Danner,713,Jean Simmons,422,24263,0,214091,212,330,8.2,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1
2016,Godzilla Resurgence ,,Action|Adventure|Drama|Horror|Sci-Fi,blood|godzilla|monster|sequel,120,Japanese,Japan,Color,2.35,,,Hideaki Anno,28,0,Mark Chinnery,544,Shin'ya Tsukamoto,106,Atsuko Maeda,12,699,0,374,1,13,8.2,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1
2016,Godzilla Resurgence ,,Action|Adventure|Drama|Horror|Sci-Fi,blood|godzilla|monster|sequel,120,Japanese,Japan,Color,2.35,,,Hideaki Anno,28,0,Mark Chinnery,544,Shin'ya Tsukamoto,106,Atsuko Maeda,12,699,0,374,1,13,8.2,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1
2006,Pan's Labyrinth ,R,Drama|Fantasy|War,fairy|fairy tale|faun|princess|spain,112,Spanish,Spain,Color,1.85,13500000,37623143,Guillermo del Toro,0,27000,Ivana Baquero,634,Maribel Verdú,269,Sergi López,250,1322,0,467234,406,1083,8.2,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1
